"11","1814",80
"11","1814",7
"11","1814",65
"11","1814",120
"11","1814",31
"11","1814",41
"11","1814",8
"11","1814",98
"11","1814",53
"11","1814",180
"11","1814",10
"11","1814",14
"11","1814",13
"11","1814",22
"11","1814",68
"11","1814",101
"11","1814",734
"11","1814",258
"11","1814",61
"11","1814",78
"11","1814",8
"11","1814",142
"11","1814",73
"12","1814",15
"12","1814",314
"12","1814",96
"12","1814",69
"12","1814",18
"12","1814",4
"12","1814",154
"12","1814",1
"12","1814",47
"12","1814",58
"12","1814",27
"12","1814",91
"12","1814",15
"12","1814",2
"12","1814",68
"12","1814",23
"12","1814",325
"12","1814",23
"12","1814",77
"12","1814",19
"13","1814",106
"13","1814",44
"13","1814",43
"13","1814",201
"13","1814",460
"13","1814",233
"13","1814",43
"13","1814",72
"13","1814",53
"13","1814",23
"13","1814",121
"13","1814",39
"13","1814",20
"13","1814",35
"13","1814",7
"13","1814",16
"13","1814",116
"13","1814",23
"13","1814",9
"13","1814",16
"13","1814",9
"13","1814",80
"13","1814",24
"13","1814",2
"13","1814",17
"13","1814",11
"13","1814",68
"14","1814",14
"14","1814",133
"14","1814",117
"14","1814",56
"14","1814",9
"14","1814",136
"14","1814",72
"14","1814",10
"14","1814",20
"14","1814",26
"14","1814",18
"14","1814",23
"14","1814",0
"14","1814",49
"14","1814",2
"14","1814",18
"14","1814",12
"14","1814",56
"14","1814",8
"14","1814",11
"14","1814",160
"14","1814",83
"14","1814",10
"15","1814",74
"15","1814",23
"15","1814",20
"15","1814",702
"15","1814",79
"15","1814",20
"15","1814",219
"15","1814",122
"15","1814",13
"15","1814",40
"15","1814",28
"15","1814",5
"15","1814",1
"15","1814",15
"16","1814",12
"16","1814",16
"16","1814",300
"16","1814",44
"16","1814",3
"16","1814",21
"16","1814",164
"16","1814",83
"16","1814",60
"16","1814",85
"16","1814",6
"16","1814",5
"16","1814",76
"16","1814",134
"16","1814",70
"16","1814",24
"16","1814",24
"16","1814",20
"17","1814",184
"17","1814",92
"17","1814",20
"17","1814",69
"17","1814",55
"17","1814",20
"17","1814",19
"17","1814",19
"17","1814",31
"17","1814",57
"17","1814",273
"17","1814",34
"17","1814",92
"17","1814",172
"17","1814",20
"17","1814",33
"17","1814",1
"17","1814",13
"17","1814",41
"17","1814",39
"17","1814",147
"18","1814",2
"18","1814",93
"18","1814",71
"18","1814",13
"18","1814",331
"18","1814",22
"18","1814",126
"18","1814",332
"18","1814",12
"18","1814",134
"18","1814",62
"18","1814",475
